review,rating
"chalk . it's an unimportant and cheap commodity for most . not one less , about the value of persistence , is a simple , slice of life tale set in modern-day china from director yimou zhang ( ju dou and shanghai triad ) . but , only if all 28 are still there and "" not one less . "" their math skills are shown to be lacking -- being off by a factor of 10 turns out to be a common problem . although it may be a cynical view , it isn't clear even then if she really has any aspirations beyond making some money . poverty can be hardening , and most american poverty would look like abundant luxury compared to what wei has to endure . one thing is never considered . she never cares and neither does the movie . not one less runs 1 : 46 . the film is in mandarin with english subtitles . it is not rated but would probably be a g as there is nothing to offend anyone of any age .",0.7
"a fluff sitcom , romantic comedy , that is so charming that it eventually suffocates on all the charm it gives off . it is cleverly written and directed by irish playwright gerard sternbridge , who can't stop showing off how clever he is able to make his main character . the film was shot almost a year before "" almost famous "" made kate hudson into a celebrity , and a golden globe winner and oscar nominee for best supporting actress . in any case , kate does a flawless irish accent . he's a bullshit artist extraordinaire , with an easy manner about him , who cunningly knows how to reach out to women , which was mildly satisfactory for about 45 minutes of the film but after that became annoying . his gracious smile soon looked too smug and unbecoming , as the story had no particular meaning to it and i have seen too many recent films with studs in it to care how this silly story resolved itself . this film resolved itself in the cute way the story was heading , a 'feel good' film for those with an amoral bent and a belief that having sex with as many women as possible is the best thing one can do to improve relationships . for all the main characters there's a voice-over used to spell out their thoughts and also captions of their thoughts are at times flashed onscreen . scenes are also repeated so we get reactions from different individuals . the film's main purpose seems to be in showing what a likable rake adam is -- that he is willing to meet the needs of whomever he's with . he proves that having secrets in a relationship can add spice to it and make it an even more serene and lasting one . this is contrasted with adam being shown by the film's end as a pathological liar and an uncaring sexist . the film's image of him left me confused about what i was supposed to think of him . but my gut reaction is , i had a belly full of this guy long before the film ended and therefore found this vacuous story unsatisfying . it was like i was being asked to overlook adam's failings and be won over by his obviously trite charms . i wasn't and therefore didn't care for adam , or the film , or did i particularly care for any of the sisters . the only thing i liked in the film was the jaguar , and i didn't care how adam got it or what story he told about how he got it . that was supposed to be funny and show that he might have some problems with telling the truth .",0.3
"mpaa rating : pg ( mild profanity ) running time : 121 minutes . it won't be difficult for many viewers to accept denzel washington as a character sent straight from heaven . . . particularly female viewers . washington has been a regular on "" sexiest man "" lists , dazzling audiences with his confident smile while building an impressive body of work in roles characterized by intensity , integrity and -- frequently -- inscrutability . yet for all his obvious talent and good looks , he has often seemed unapproachable on screen , so cool that he fails to be warm . the preacher's wife comes as a welcome addition to washington's resume , a somewhat predictable holiday confection buoyed by washington's engaging lead performance . it is equally natural to expect a certain amount of holy-rolling in such an effort , but the preacher's wife does a fairly good job of walking the fine line between sincere and sanctimonious . penny marshall ( big , awakenings ) has shown herself to be that rare contemporary director who can make a "" feel-good "" film which doesn't leave you feeling insulted , and she generally avoids saccharine overload . the major problem with the preacher's wife is the same problem which has characterized most of marshall's films : it's just too long . her movies have a tendency to run out of gas with a lot of film left to run , and the preacher's wife could have benefited from plenty of additional editing . much of it could have come from whitney houston's performance , which consists largely of finding reasons to break into song like elvis presley in one of his carefully crafted vehicles . houston certainly has a spectacular voice , and it is nice to hear her using it for gospel standards rather than dreary ballads , but half a dozen musical numbers simply pushes the limit and pads the running time . little justin pierre edmond should have been another strong candidate for the editor's knife ; the button-cute rascal is one of the worst child actors i have seen on screen in years . thankfully , denzel washington is on hand to provide a jolt whenever the preacher's wife needs it most . his first appearance may be a shock to those who know him best as serious , determined characters in films like malcolm x , crimson tide and courage under fire : dropped from the sky into the snow , looking decidedly dapper in a grey suit , hat and topcoat , washington's dudley proceeds to celebrate his return to corporeal form by spinning around on the ground like one of the three stooges . his innocence and earnestness are thoroughly charming , and his scenes with courtney b . vance ( effective as the real principal character of the story ) have a particular appeal . if there isn't much chemistry between washington and houston , well , that's not really the point of the preacher's wife . besides , denzel washington is a chemical reaction all by himself , and it is a pleasure to see that he can sparkle as well as he smolders .",0.6
"disney's the princess diaries , directed by garry marshall ( runaway bride and pretty woman ) , is a charming , g-rated throwback to a more innocent time at the cinema , when movies were filled with humor that the whole family could laugh at without a trace of embarrassment . a my fair lady type of story , it stars anne hathaway ( "" get real "" ) as someone with the girlish awkwardness of a haley mills and the childlike beauty of a sandra dee . with a gift for physical comedy , hathaway manages to make even the most clich ? d pratfalls fresh and delightful . once he finishes his magic , of course , it is a "" wow "" moment for the queen and the audience . for some reason , cinematographer karl walter lindenlaub chose to light the movie harshly and brightly when a hazier glow would seem to have been a better choice for this royal fairly tale . his choice gives the images more of a matter-of-fact look than a magical one . this sweet confection of a film goes down easily and is filled with many big laughs . it may not be the summer's most memorable movie , but it is a completely entertaining one . most amazingly , it is a comedy for the whole family with a refreshing absence of bathroom humor . you can take your 5-year-old and her great-grandmother , and they'll both enjoy the picture just as much as you do . it is rated g and is fine for all ages . my son jeffrey , age 12 , gave the film * * 1/2 . although he thought it was funny , he said that he didn't like it as much as many other summer movies . his friend maxim , age 12 , gave it * * * 12 , mentioning how funny and imaginative it was . his friend sam , age 12 , gave it * * * * , commenting that it was a very funny movie and a real crowd pleaser . in the silicon valley , it will be showing at the amc and the century theaters . just send me a letter with the word "" subscribe "" in the subject line .",0.7
"with a title like the man who knew too little , one might reasonably assume that actor bill murray's latest endeavor is a parody of hitchcock's twice-made film , the man who knew too much . in fact , although the movie takes a few stabs at mocking hitchcockian plot twists , it's mainly a satire of the james bond pictures . unlike many similar productions , this one has a smart , knowing script that understands just how to play up all the tricks and contrivances of the secret agent genre to their best comic effect . it's a breezy , fun film that offers more than a few solid laughs . it's vitally impossible for the premise of a mistaken identity to sustain an entire motion picture , but the man who knew too little employs enough variations that , until the very end , proceedings remain surprisingly lively . of course , it could be argued that the situation in this film is so outrageous that it's as much a "" fish out of water "" scenario as a "" mistaken identity "" one . there's a little of crocodile dundee's charm at work here . for roughly three-quarter of the film's 93-minute running time , director jon amiel ( copycat ) keeps things rolling along , effectively blending satire with almost every imaginable variation on the mistaken identity plot device . however , since this is essentially a one-joke movie , it runs out of steam before the end credits arrive . the last twenty minutes of the man who knew too little are a little too repetitious , and even a brief appearance by respected british actress geraldine james ( the jewel in the crown ) in an over-the-top role as a torturer can't restore the film's earlier inventiveness . despite the floundering ending , the man who knew too little still leaves a favorable impression , and the closing scenes are not completely without humor . murray recovers nicely from his elephantine flop , larger than life , to essay a character who is both likable and funny . most of the humor here works ? including a mugging where things don't go as planned , a boatload of double-entendres , a unique car chase through a construction zone , and a hilarious bit with some nasal spray . although the man who knew too little is less audacious than austin powers and lacks all of the '70s references , it's frequently as enjoyable , if not moreso , and that makes it a worthy choice for a frothy , funny evening . "" for me , the cinema is not a slice of life , but a piece of cake . """,0.7
"the joy luck club , as stated in the movie's opening narrative , is a collection of four aging chinese women bound together more by hope than by joy or luck . since i didn't count , i can't verify this statement , but it sounds about right . taken as a whole , all of these vignettes combine to lend greater meaning to the whole . the joy luck club is the sum total of its parts with common themes giving solid grounding and greater resonance to the overall film . as bass comments , "" i saw all the mothers' and daughters' stories as facets of the same experience . that's the genius of the book , and if we cut it down to just a couple of stories it would be like any other movie . "" the stories are not told in such a manner as to seem pared down or truncated , nor is their presentation confusing , thanks to a cleverly- orchestrated framing scene with the principal characters gathered together . however , it is apparent that a lot more could have been told , and we're left wondering about all that we didn't get to see . the characters are mostly well-developed , but it's tantalizing to consider just how much fuller some of them could have been with a different plot structure . but there are always sacrifices to be made , and no movie can tell everything about the lives of the people it introduces . one of the themes of sleepless in seattle is that there are some "" guy movies "" and some "" chick movies . "" if this is true , then the joy luck club fits into the latter category . certainly , a tear-jerker like this is likely to find more open acceptance among women than among men . that's not necessarily because men won't like it , but some will be too embarrassed to admit that they enjoyed something as emotional as this . in fact , there are those who may refuse to see it to avoid this possible dilemma altogether . nevertheless , there will be a group of people who will genuinely dislike the joy luck club , and i can't say that their reasoning is entirely flawed . the movie has a few moments that can justifiably be described as cloying and manipulative , and those who are offended by these methods are going to become annoyed at the joy luck club . die-hard cynics are advised to stay clear . what the aforementioned people have missed , however , is that the scenes that don't work are far fewer in number than those that do , and most of these can easily be overlooked in piecing together the overall intent of the motion picture . few movies are without at least a problem or two , and it's more difficult to put together a flawless production when going for the emotional payoffs that this film does . the joy luck club is clearly--perhaps too clearly--an adaptation of a book . the dialogue is often too poetic to be real , and the story too clearly plotted to be acceptable as anything more than an imperfect reflection of the world we live in . i hasten to add that this is not a bad thing , but it is evidence that this movie , through its willingness to loosen the strings of realism , expects a certain suspension of disbelief from the audience . personally , i never identified with any of the characters , but i became involved in their stories . that is to say , never did i make a connection between something in my own life and what i was seeing on screen , but that in no way diminished the impact of what was being presented . i venture to say that many women , especially those who have had tempestuous relationships with their mothers or daughters , will have an entirely different viewpoint . the line between drama and melodrama is a fine one , and most of the joy luck club successfully navigates the tightrope , staying on the more powerful dramatic side . there are times when it slips and comes across as heavy-handed . you know something isn't right when it becomes apparent that certain lines of dialogue and character actions are trying desperately to make you , as a member of the audience , shed a tear . whether or not these incidents do what they're trying to is another matter entirely . . . . wayne wang , whose best-known previous film was dim sum , shows significant ability in the way he has structured this movie . many are played by more than one actor ( as children then adults , for example ) , but all changes are smooth and seamless . it's as easy to accept a little girl as waverly as it is the beautiful , sophisticated-looking tamlyn tomita , and that's because the characters transcend the performers portraying them . it's fascinating and satisfying the way that the diverse threads are knitted together into a single tapestry . some might complain that this movie is a downer , but those who do , fail to recognize that the joy luck club's message is one of hope , and that catharsis and emotional fulfillment often come through tragedy . sure , a lot of bad things happen during the course of this film , but at the end , the tears are of happiness and new beginnings , not loss .",0.84
"the story of their adventures might have included beautiful wildlife photography , tense moments of realistic clashes with nature and the wonder of the natural world which made marty stouffer's "" wild america "" series a success . that's not the kind of film you can expect hollywood to make about this kind of story , however . the bulk of the film is in fact set in the wilds of america , but it's not likely to inspire much reverence for nature . for every moment of grandeur like a stampede of wild horses , there are encounters played almost entirely for laughs : a tussle with an alligator , a ride on a moose's horns , a cave full of bears dozing off to a lullaby which concludes with a chorus of flatulence . these scenes will likely entertain young audience members , but they hardly inspire much respect for majestic beasts . the low-brow comedy in wild america is frustrating enough , but dear and screenwriter david michael wieger aren't even willing to commit to being low-brow . the wilderness-based second act of wild america ain't art , but at least it tries to entertain . the twenty minutes between the boys' return to fort smith and the closing credits crawl by with an agonizing sincerity . then again , wild america isn't really about parents letting go , either , any more than it's about learning to respect nature . judging by an audience comprised largely of teen and pre-teen girls , wild america is really about its cute trio of teen stars . in retrospect , this conglomeration of themes does have one guiding principle . it's a cross between "" national geographic "" and "" tiger beat . "" calling a critic 'elitist' is like calling an accountant 'mathist . ' """,0.4
"screenplay : leslie bohem . director : roger donaldson . mpaa rating : pg-13 ( profanity , intense situations ) running time : 105 minutes . i have been anticipating the arrival of dante's peak , the first of 1997's two volcano films , with a combination of dread and . . . well , still more dread . the return of the disaster film has been about as welcome a pop culture phenomenon as 70s nostalgia , both of them reincarnating uncalculated vapidity as calculated vapidity . it only takes one twister to turn you off the genre ; throw in independence day and daylight and any critic could be excused for walking into dante's peak with an attitude . but if i have to sit through more disaster films , i only hope they can be as thrilling as dante's peak . though just as plot- and character-impaired as its genre cousins , dante's peak delivers a solid hour of relentless tension and excitement . dante's peak is a strange kind of success , because it includes many of the noteworthy flaws of twister , and then some . we get the same obligatory romantic pair thrown into danger with a minimalist back-story tagged on , along with a team of quirky scientists to provide comic relief . brosnan is ruddy and somber for most of the film's running time , hamilton is frazzled and likeable , and both of them trudge dutifully through fifty minutes of exposition as though any unnecessary acting might tire them out before the big finish . leslie bohem ( the scripter of record on daylight , apparently a specialist in films which end with traumatized people wrapped in heavy blankets ) also adds a dose of jaws , but doesn't give us the pleasure of an actual villain . charles hallahan provides the political voice who ends up causing more damage , and there is a teasing sub-plot about a potentially skittish business developer . neither one offers enough conflict , however , forcing the audience to sit and wait out the plodding first half for the big show . and what a show it turns out to be . the surprising thing about the post-eruption second half of dante's peak isn't necessarily that it is effective , but that the reason for its effectiveness doesn't exist entirely on a hard drive somewhere . there are certainly a few impressive visual effects sequences , including a cloud packing the concussive force of a small nuclear weapon , but director roger donaldson gets just as much mileage out of the time-honored technique of jiggling the camera to represent an earthquake . no , dante's peak is an effective thriller because the characters repeatedly find themselves in new and apparently impossible situations , and the direction gives those sequences an edge-of-the-seat tension . from a dizzying truck ride through town destined for the universal studios tour , to the crossing of a flood-threatened bridge , to a mine shaft which threatens to turn brosnan into a sardine , dante's peak provides the kind of relentless , well-crafted action which is what movie-goers should be talking about when they talk about certain films being like roller-coasters . the biggest surprise of all may be that the man behind that action is donaldson , who has served up cinematic backwash like species , the getaway and cocktail . it is an eerie moment , and donaldson manages to get you itching for the fate of the characters even though they haven't been given any personalities . more impressive still , he does it without assaulting your senses . there is , however , something rare in a film which can generate the kind of tension dante's peak generates . maybe it is possible to present a disaster without being one .",0.7
"rather , it is a sort of pakistani version of the commitments , with the focus of the band being country/western music rather than r&b . wild west is a culture clash movie with a twist . this time , it's not pakistanis trying to fit in with whites , but pakistanis trying to be accepted as country/western musicians . the film has the good sense to approach this issue--not to mention several others--with a fair dose of humor , so while the point is made , it's accomplished without a sermon . this is a lighthearted romp , not a lugubrious piece of moralizing . director david attwood has managed to infuse his entire film with energy and zest--not only the characters , but the story itself . if the pacing is occasionally erratic , it's because attwood rarely slows down , and when he does ( usually for a moment of straight drama--such as the scenes where zaf's mother talks to him about going to pakistan ) , the audience feels the lull . occasionally , the film is a little too obvious . attwood creates a number of intentional stereotypes , but these don't always work . the "" typical american "" record producers are an example . as sendups , this pair is a little too annoying ( although the biting satire surrounding them fits wild west's mood perfectly ) . wild west never attains the flair of the commitments . in the first place , the music isn't as good or as all-pervasive . additionally , attwood's film is never that concerned about burrowing under the characters' skins . wild west isn't shallow , but it glosses over numerous issues to preserve the light tone . this could have easily become a dark , brooding motion picture . all the performers are likeable . naveen andrews shows good range as zaf , and seems perfectly at home in a cowboy hat and jacket . ameet chana , who plays the honky tonk cowboys' manager , gives an occasionally-hilarious over-the-top performance , seizing on every americanism and cliche he can find . wild west works because of its reckless spirit . the message about people's intolerance of diversity comes across all the more clearly because it isn't shrouded in long speeches and mournful testimonials . david attwood has chosen his medium well for wild west to become something with a little more substance than a typical farce .",0.65
"director chris columbus's stepmom , which would have more appropriately been titled mommy's dying , wants to be two movies . as seen in the film's light-hearted trailers , stepmom wants to be a comedic look at the perils of being a stepmother , and , indeed , the movie's first act sticks to that plan . rather than examining the relatively unexplored territory of stepmothering , the movie wants , most of all , to be another terminal illness picture , of which we have one a month . the maudlin script , by a committee of no less than 5 writers , expects you to bring extra tissues and use every one of them . in a stellar performance , susan sarandon plays jackie , the obsessively prepared and sanctimonious mother . the treacly script has a throwaway and not credible subplot about her being fired for trying to mix a career with parenting . "" mommy , if you want me to hate her i will , "" he tells jackie with a sincere innocence . well , duh ! the film is at its best when it tries to grapple with the issues and conflicts surrounding divorce and remarriage . "" can i move out ? "" the by-the-numbers plot has isabel taking the kids to central park while she conducts a photo shoot . - gets lost , which makes isabel feel very bad about not being a dutiful parent like jackie . and jackie gets to rant and rave and generally feel superior . try as hard as they can , the superlative acting by sarandon and roberts can not overcome the schmaltzy material . manipulative to the end , the movie prolongs jackie's dying as long as possible . it wants to wring every last tear possible out of the audience . stepmom runs too long at 2 : 04 . it is rated pg-13 for profanity , thematic elements and dope smoking and would be fine for teenagers .",0.5
"when i got my invitation to come to the press screening of ridicule , i had heard nothing about the film . i immediately assumed i was off to another dumb college flick like the disaster glory daze . i had the image of a bunch of neanderthal youngsters insulting each other with bathroom humor . how wrong i was . ridicule is a french satire and costume drama set in the late eighteenth century in last days of french monarchy before the revolution . it is a fairly inaccessible film , but ultimately a rewarding one . once you realize the obtuse story is inconsequential and that the film is strictly a comedy of manners , you can relax and enjoy its subtleties . it is a beautifully filmed show ( thierry arbogast ) that is easy on the eyes . the movie opens with a truly shocking scene that includes male frontal nudity . it is not the nudity itself that is shocking , but what happens . curiously enough , the movie could probably get a pg or pg-13 rating without this scene , but with it in , it is certainly destined for an r if the producers end up submitting it to the mpaa for a rating . at the time of the press screening , it appeared to be as yet unrated . after this surprising scene , the opening credits begin to roll and the audience is already shocked and confused . the confusion stays , but the shock subsides . the show has a simple story , but it is presented with enough subplots and characters to leave the audience baffled for quite some time . as i said earlier , ignore this and wait for the heart of the picture when the show becomes a condemnation of and a ridicule of the aristocracy's obsession with ridicule as a form of witty conversation . the show even concludes with a lavish and totally ridiculous costume ball where the gowns ridicule their wearers . the title ridicule has many meanings and nuance in the show . wit during that period consisted entirely of cleverly worded put-downs , i . e . , ridicule . the dialog by screenwriter remi waterhouse is masterful . bellegarde likes the young man , proclaiming of him , "" honesty and wit are so rarely combined . "" this is one of many unnecessary complications in the plot . attempt to ignore it . bellegarde guides his young pupil in the fine art of disparagement warning him , don't laugh at your own jokes and "" don't laugh with your mouth open . it's too rustic . "" the acting is remote and frequently too shallow . perhaps one could argue that it is a good match for the characters , but i found the effect of the direction by patrice leconte to lack involvement . the characters are unsympathetic , and although i found their repartee intriguing , i did not care about any of the characters as real humans . ridicule has three unusual scenes of special merit that are worth mentioning . i do not think i have ever heard the sound of a pistol in slow motion as effectively done as in ridicule . it has a power that overwhelms that of a normal explosion . second , the close-up of a knee rubbing that focused on the goose bumps produced on the woman's skin is one of the most erotic scenes i have witnessed this year . finally , if you ever wondered how the female aristocracy got on all of that pancake make-up back then , this show reveals the secret . ridicule runs 1 : 42 . it is in french with english subtitles . it was not yet rated when i saw it , but it would be an r for the one male nude scene . there is very brief female nudity , a little violence , mild language , and no sex . the show would be fine for any teenager , but the opening is too strong for younger kids . although i found it needlessly confusing , ridicule as an art form was fascinating so i do give the film a thumbs up and award it * * 1/2 . * * * * = one of the top few films of this or any year . a must see film . * * * = excellent show . look for it . * * = average movie . kind of enjoyable . * = poor show . don't waste your money . 0 = one of the worst films of this or any year . totally unbearable . opinions expressed are mine and not meant to reflect my employer's .",0.6
"if there has been one theme one can identify running through the work of director barry levinson , it is the search for the american dream . jimmy hollywood is another such story , but it is lacking something previous levinson projects had , namely a firm grasp on what the protagonsists' dreams were . there are interesting ideas in the script , and some of the dry humor characteristic of levinson's dialogue , but it's never all that compelling because the character of jimmy alto is too schizophrenic , and with him the tone of the whole film . one is about the thankless life of being a struggling actor , including the cattle calls , waiting tables and shameless self-promotion necessary to make it . it is typical of levinson to make his heroes' motives less than completely pure , but in this instance they're simply muddled . it is difficult to care all that much about jimmy , and it's difficult to figure out whether levinson wants us to focus on his characters or the setting . it is also a simple truth that jimmy hollywood was a hard film for me to like . while it has its humorous moments , it's too grim to be a purely entertaining comedy , and it doesn't explore its dark themes deeply enough to be an insightful drama . its two principal characters are frequently more pathetic than they are sympathetic , the pacing is extremely deliberate , and the shifts in tone had me shifting in my seat a lot . when i did find interesting elements , it was more a case of detatched admiration than enjoyment . among the objects of admiration were two performances , neither of them joe pesci's . his co-stars , however , are quite good . the big surprise is a funny and affecting christian slater , whose forgetful william does the low-key performance in untamed heart one better . slater is developing into a complete actor , and his performance here is extremely interesting . yet perhaps "" interesting "" is the faint praise with which i ultimately damn jimmy hollywood . i found a number of things in the film interesting . i just found none of them truly engaging .",0.4
"it's a nasty world out there . there's a burglary committed every 10 seconds in america , and 60% of all rapes are committed by burglars . if grigoris isn't caught , then the whole neighborhood is likely to be so impressed with the efficacy of the system that scared away an intruder that they'll want one too . in the best may-december romance in a long time , they engage in fun , energetic , but not very explicit sexual relations . the character-driven comedy is memorable not for the plot or the dialog but for the way the director creates such a fascinating little world . the characters are all sympathetically drawn , and , until the slightly darker second half , it stays completely good-spirited . the acting is all dead-on , and the script takes the time to develop all of the characters . as successful as most of the movie is , it doesn't know how to end . first-time director evan dunsky puts a partial finish on it , but the conclusion needs more work . still , the rest of the picture is delightful , and evan dunsky establishes himself as someone to keep an eye on for his next project . it is rated r for sexuality and profanity and would be fine for most teenagers .",0.7
"it is a movie populated with sweet , non-offensive characters . it is told as if it were a true story and yet the tone of the film is that of an aesop fable . it is the sort of show that will undoubtedly work its charm on many of you . although the movie is billed as the latest hugh grant flick , it is an ensemble cast . the movie is about the fix . the story is predictable which is probably okay since it is a fable and not a mystery . the characters are all played with great and consistent gusto by all of the cast . all she needs do is give her infectious smile at the right time and the screen lights up . hugh grant ( so wonderful in four weddings and a funeral and sirens among others ) gave a nice performance , but not his best . it is his goal and the script he wrote that was my problem with the picture . for me the characters , while cute , were not credible enough to be believable nor humorous enough to be funny . to me it was an attempt at droll humor that failed . i almost felt guilty about not caring more for a sweet little movie with carefully drawn characters , effective cinematography ( vernon layton ) , and dramatic music ( stephen endelman ) . i found the slow pacing by the editor ( david martin ) and the low key tone of the dialog boring and even sleep inducing at points . the englishman who went up a hill , but came down a mountain runs fairly short at 1 : 38 , but it felt much longer . it is a g show that tried and succeeded in getting its more marketable pg rating by throwing in a few mild cuss words . no one would be harmed by seeing this show , but i can not see how it would appeal to kids under 8 . i award the movie * * for good acting , but give it a mild thumbs down as it just did not work for me . i have trouble with shows with elevated saccharine levels . you may fall in love with this movie if you have a higher tolerance . * * * * = one of the top few films of this or any year . a must see film . * * * = excellent show . look for it . * * = average movie . kind of enjoyable . * = poor show . don't waste your money . 0 = one of the worst films of this or any year . totally unbearable . reviewed written on : may 19 , 1995 opinions expressed are mine and not meant to reflect my employer's .",0.5
"for what it's worth , i correctly guessed the identity of the killer in scream 2 . . . well , sort of . i suppose i should feel satisfied at my own cleverness , since dimension and the makers of scream 2 have put so much effort into keeping that piece of information secret . even more so than in the original scream , writer kevin williamson goes to ridiculous extremes to keep the audience guessing whodunnit , so ridiculous that the film becomes too focused on the one thing which should have been least important . as a horror film , it's a solid piece of work ; as a satire , it's frequently hilarious . as a mystery , it tries way , way , _way_ too hard . jermaine ? marlon ? tito ? if you can keep the suspects straight without a press kit , more power to you . williamson often seems so concerned with turning every live body in sight into a potential suspect that he lets that question overwhelm everything else . it all builds to a revelatory climax drawn out so long past the point of diminishing returns -- loaded with confessions , motives and false finishes -- that you can't even see the point of diminishing returns from there . i'm being a bit harder on scream 2 than it might deserve , because that one big problem may be the only real problem . williamson's satirical darts are expertly targeted , not just at horror film cliches or the "" inevitable inferiority "" of sequels , but at the original film itself . the film-within-a-film "" stab "" provides a few wonderful moments , as do the audience reactions to some of the more improbable situations ( e . g . the dialogue is sharp , smart and not at all afraid of naming names ( cox's "" friends "" co-stars david schwimmer and jennifer aniston are among those skewered ) , a perfect counter-point to wes craven's crafty suspense scenes . if you're not ready to crawl out of your skin when campbell crawls across the unconscious form of her tormentor , it's time for a pulse check . scream 2 is so entertaining both as a chiller and as a chuckler that the lack of attention to those elements is a frustration . kevin williamson is carving out a new genre for himself which certainly seems to be finding an audience -- both screams and i know what you did last summer take off with the radical notion that umasking the monster is a good idea . there's just something deflating about a tense , comic horror film that turns into a scooby-doo episode . williamson has too much talent as a writer of comedy to keep getting side-tracked by conventions , even if they're conventions he's helping to re-create . scare us or make us laugh . . . we know you can do both . just keep the mystery machine parked at the curb . see the moviepage for details , or reply to this message with subject line "" subscribe "" .",0.7
"a dull and oppressingly long three-hour ode to the glory of war and killing . this strictly commercial film's budget was for $135 million and uses as its model for financial success "" titanic "" and its anti-historical way of telling its historical story . it's a film made for the huge crowds it hopes to pull in , by giving them all the goo they could possibly ingest in one sitting . it ran a clich ? romance story for two hours worth of the film and after 80 minutes of this corny love story , the japanese at last attack pearl harbor and the film to its credit accurately gets the chaos of the events right ( the only thing it got right in the film ) . this invasion was the heart of the film and lasted for about 40 minutes ; it got its money's worth in good airplane battle footage from the computer-generated imagery ( though the scene itself had a flatness that made it appear uninvolving but competenly done ; there was no emotional resonance to any of the action ; it was respected for its technical achievement rather than for being artistic ) . for the last third of the film you could have skipped out and missed nothing , because it went back to that annoying love story it was hammering out . every thing about this film was second rate ; especially , when compared to modern war films such as "" saving private ryan . "" the trite dialogue , inept script , misuse of history , irritating character portrayals , the soapy background music , and the clanky acting by everyone concerned , made this overlong work into a critical bomb . every character was a stock character seen in many other hollywood films . i couldn't help myself from laughing , it was such a silly attempt at patriotism . that's about as deep as we get into their characters . kate has fine features and virtuous good looks , and an empty expression that is the same both for love of rafe and of country . the film plays it safe and lays no blame on why pearl harbor was so unprotected . no character in the film had any shading or depth , everyone was a forgettable personality . the one-dimensional characters just say their lines and the film keeps moving along . though this film failed in every which way to provide a history lesson , or an engaging story , or be an entertaining film ; still i'm afraid it will have box-office success . it reduced everything to the lowest commom denominator by the crass bruckheimer rules for commercial success ( keep the dialogue banal and down to the film's theme , and keep everything in motion so no ideas could get in the way of the mindless violence on the screen ; this way it remains on a fourth grade level and can be easily understood by the masses ) . it would be difficult to make a film more shallow than this one ; but , i'm cynically looking forward to bay and bruckheimer teaming up again , i think they have the potential to stoop lower than they have so far ( because as bad as this film was , it could have been worst ) .",0.3
"i read that it is a sequel to the year my voice broke , which i have not seen , but there were no references to it in this film which effectively stands alone . the last part of the picture is an honest and insightful consideration of adolescent sex . up until the last part , the picture is pure formula and reminded me of a dozen other films . the characters are pleasant enough , but very familiar . if you rent the tape , hang in there because in the last twenty minutes or so the film comes into its own and has something fresh to say . this mass mooning is pretty sophomoric film making . from there the script by the director john duigan takes the standard turns . little happens that you haven't seen before , and the acting , although good , is nothing special . as one of many ways the script just follows the standard formula , all of the teachers are mean and strict . the only question is the degree . these are issues that teenagers have to grapple with today , and this film treats them tenderly and honestly . after having no meaningful music in most of the film , even the music comes alive in the end . i had a problem with the cinematography . the nighttime sequences across the lake are filmed in luminescent darkness so that it looked like a scene from the arabian nights . whereas this worked , most of the film was in sepia tones of the interiors . this looked more dreary than nostalgic which was i think was the intention of the tones . flirting runs a little long at 1 : 39 given the repetitive material . it is in australian english without subtitles . i have seen a lot of non-american english shows so i was able to follow it , but it may leave some dazed and confused . the film is rated r . there is brief nudity , a little sex , mild language , and the violence of a boxing match . it is close to pg-13 , and i think the show would be fine for mature kids as young as 11 or 12 . although i still can not figure out how at least one critic had this film on his best of the year's list , i did like it because the formulaic script finally had something to say toward the end . i give the show a mild thumbs up and * * 1/2 . * * * * = one of the top few films of this or any year . a must see film . * * * = excellent show . look for it . * * = average movie . kind of enjoyable . * = poor show . don't waste your money . 0 = one of the worst films of this or any year . totally unbearable . review written on : may 26 , 1996 opinions expressed are mine and not meant to reflect my employer's .",0.6
"it has long been recognized that hitler's final solution exterminated more than jews . to this date , most films have examined the tragedy from the jewish point-of-view . a select few , such as steven spielberg's oscar- winning schindler's list , have presented the truth with heartbreaking , gut-wrenching clarity . rarely , however , has a motion picture attempted what bent does : show the holocaust through the eyes of two gay men enduring a grueling existence at the dachau concentration camp . unfortunately , what begins with an interesting premise and a promising first half quickly devolves into a boring , muddled , melodramatic love story . by all accounts , the live version is both startling and moving . the motion picture version is neither -- something critical was lost in the translation , even though playwright martin sherman wrote the screenplay . many of the things that can work in a play , when the live nature of the production allows an intimate rapport to develop between the actors and the audience , fail on the big screen . the final fifty minutes of bent are a prime example . the movie's first half is more successful . once the movie reaches dachau , it grinds to a screeching halt . this particular activity is not inherently cinematic in nature and bent's banal , repetitious dialogue does little to liven it up . gradually , the tediousness of the second half sucks all of the potential drama ( not to mention the energy ) out of the film . we give up caring whether the characters live or die . they don't have anything interesting to say , and the scene in which they engage in "" verbal sex "" borders on being unintentionally funny . solid performances from lead actors clive owen and lothaire bluteau go in vain . the final scene , which is supposed to be a triumphant crowd- pleaser , comes across as obvious and overplayed . one thing i don't doubt is director sean mathias' sincerity . bent is obviously an important story for him ; it's just that he and writer martin sherman made too many bad choices in adapting the play . in fact , bent's most important contribution may be to illustrate by comparison how powerful a movie like schindler's list truly is . "" for me , the cinema is not a slice of life , but a piece of cake . """,0.5
